,title of tmdb_5000_credits,budget,original_language,popularity,release_date,revenue,vote_average,vote_count,key,runtime,cast_count,Top3cast_avg_rev,director_avg_revenue,director_avg_vote,Director_Number,country_count,company_count,genre_count,budget_relative_2020,trend_average,awardedcast,book,sequal,isenglish,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,ScienceFiction,TVMovie,Thriller,War,Western,Afghanistan,Algeria,Angola,Argentina,Aruba,Australia,Austria,Bahamas,Belgium,Bhutan,Bolivia,Bosnia and Herzegovina,Brazil,Bulgaria,Cambodia,Cameroon,Canada,Chile,China,Colombia,Cyprus,Czech Republic,Denmark,Dominica,Dominican Republic,Ecuador,Egypt,Fiji,Finland,France,Germany,Greece,Guadaloupe,Guyana,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kyrgyz Republic,Lebanon,Libyan Arab Jamahiriya,Lithuania,Luxembourg,Malaysia,Malta,Mexico,Monaco,Morocco,Netherlands,New Zealand,Nigeria,Norway,Pakistan,Panama,Peru,Philippines,Poland,Portugal,Romania,Russia,Serbia,Serbia and Montenegro,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Tunisia,Turkey,Ukraine,United Arab Emirates,United Kingdom,United States of America,company_Amblin Entertainment,company_BBC Films,company_Canal+,company_Castle Rock Entertainment,company_Columbia Pictures,company_Columbia Pictures Corporation,company_Davis Entertainment,company_Dimension Films,company_DreamWorks Animation,company_DreamWorks SKG,company_Dune Entertainment,company_Dune Entertainment III,company_Epsilon Motion Pictures,company_Film4,company_Focus Features,company_Fox 2000 Pictures,company_Fox Searchlight Pictures,company_Happy Madison Productions,company_Imagine Entertainment,company_Ingenious Film Partners,company_Lakeshore Entertainment,company_Legendary Pictures,company_Lions Gate Films,company_Lionsgate,company_Metro-Goldwyn-Mayer (MGM),company_Miramax Films,company_New Line Cinema,company_New Regency Pictures,company_Original Film,company_Paramount Pictures,company_Regency Enterprises,company_Relativity Media,company_Scott Free Productions,company_Scott Rudin Productions,company_Screen Gems,company_Silver Pictures,company_Spyglass Entertainment,company_Studio Babelsberg,company_StudioCanal,company_Summit Entertainment,company_TSG Entertainment,company_The Weinstein Company,company_Touchstone Pictures,company_TriStar Pictures,company_Twentieth Century Fox Film Corporation,company_UK Film Council,company_United Artists,company_Universal Pictures,company_Village Roadshow Pictures,company_Walt Disney Pictures,company_Warner Bros.,company_Working Title Films,company_others,release_month_1,release_month_2,release_month_3,release_month_4,release_month_5,release_month_6,release_month_7,release_month_8,release_month_9,release_month_10,release_month_11,release_month_12,revenue_relative_2020
3028,High Anxiety,3400000,en,5.690619,1977-12-25,31063038,6.5,84,"['industrialist', 'vertigo', 'hitman', 'lighthouse', 'spoof', 'hitchcockian']",94.0,13,9218921.953087026,14588915.091032153,6.92,1,2,2,2,781409.6181610909,19.940256839389484,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7139104.900736311
3029,March of the Penguins,8000000,fr,17.537154,2005-01-26,127392239,6.9,358,"['parents kids relationship', 'penguin', 'brood', 'autonomy', 'egg', 'survival', 'snow', 'antarctic']",80.0,4,83242582.69469555,94443166.46058464,6.9,2,2,7,2,5930858.4071960375,0.662251656,1.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,94443166.46058464
3030,Margin Call,3500000,en,26.259389000000002,2011-09-28,19504039,6.7,524,"['capitalism', 'brokerage', 'wall street', 'downsizing', 'financial crisis', 'stock market', 'stock market crash', '21st century', 'investment']",107.0,13,96759151.1524346,10934730.837128373,6.6000000000000005,1,2,4,2,2983997.962990045,21.38410596,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16628575.041736687
3031,Choke,3000000,en,11.637458,2008-09-26,3830137,6.0,127,"['strip club', 'alzheimer', 'sex addiction']",92.0,22,46947849.62530586,3126885.9625652195,6.0,1,2,6,2,2449170.3267260827,23.59602649,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3126885.9625652195
3032,Whiplash,3300000,en,192.528841,2014-10-10,13092000,8.3,4254,"['jazz', 'obsession', 'conservatory', 'music teacher', 'new york city', 'violence', 'montage', 'drummer', 'public humiliation', 'jazz band', 'young adult', 'music school']",105.0,51,27408962.38626331,11752275.585301407,8.3,1,2,3,1,2962305.9449659837,46.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11752275.585301407
3033,City of God,3300000,pt,44.356711,2002-02-05,30641770,8.1,1814,"['male nudity', 'street gang', 'brazilian', 'photographer', '1970s', 'puberty', 'ghetto', 'gang war', 'coming of age', 'woman director', '1980s']",130.0,27,20910999.959616244,32749837.47069573,8.1,2,3,7,2,2252033.7391323545,19.940256839389484,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20910999.959616244
3034,Human Traffic,600000,en,4.859873,1999-06-04,4000000,6.8,97,"['sex', 'salesclerk', 'fast food restaurant', 'boredom', 'relationship problems', 'party', 'relationship', 'drug', 'alcohol abuse', 'fashion', 'group of friends']",99.0,9,2527630.474124208,2527630.474124208,6.8,1,3,1,2,379144.57111863117,19.940256839389484,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2527630.474124208
3035,The Hunt,3800000,da,21.826888,2012-08-28,16800000,7.9,927,"['father son relationship', 'denmark', 'lie', 'pedophilia', 'kindergarten', 'father', 'deer', 'children', 'teacher', 'school', 'pedophile', 'divorce', 'hunting']",115.0,33,14623977.217021614,14623977.217021614,7.9,1,3,9,1,3307804.370516794,10.74172185,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14623977.217021614
3036,A Christmas Story,0,en,15.128316,1983-11-18,19294144,7.4,344,"['holiday', 'nostalgia', 'young boy', 'bb gun', 'essay', 'christmas tree dealer', 'mall santa', 'christmas', '1940s']",94.0,15,7286322.24894599,20043331.334616724,4.675,1,3,2,2,14684409.952231767,19.940256839389484,1.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7286322.24894599
3037,The Opposite Sex,3300000,en,2.964785,2014-11-08,45000,4.1,9,"['bet', 'divorce', 'gender', 'battle of the sexes', 'life competition']",96.0,7,40395.081067717954,40395.081067717954,4.1,2,2,2,1,2962305.9449659837,12.74172185,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,40395.081067717954
3038,Dreaming of Joseph Lees,2000000,en,0.11615,1999-10-29,7,8.0,1,"['lust', 'love crime']",92.0,7,33520522.734031703,4.423353329717363,8.0,1,3,1,2,1263815.2370621038,19.940256839389484,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.423353329717363
3039,The Class,0,fr,13.437038000000001,2008-09-24,28814580,6.8,174,"['paris', 'socially deprived family', 'literature', 'illegal immigration', 'immigrant', 'education', 'boredom', 'class society', 'violence in schools', 'republicanism', 'diversity', 'teacher', 'school', 'school life', 'teachers and students']",128.0,22,23523938.104358274,23523938.10435828,6.8,1,2,2,1,31744710.84752893,3.198675497,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,23523938.10435828
3040,Rosemary's Baby,3200000,en,26.180367,1968-06-12,33395426,7.5,863,"['anti-christ', 'contemporary setting', 'laundry', 'occult', 'demonic possession', 'satanic cult', 'lucky charm', 'woman in jeopardy', 'eating disorder', 'catholic priest']",136.0,18,4408305.244916421,37957723.87398563,7.033333333333334,1,2,2,3,422410.44578178297,19.940256839389484,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4408305.244916421
3041,The Man Who Shot Liberty Valance,3200000,en,11.735287,1962-04-22,8000000,7.4,265,"['gunslinger', 'showdown', 'funeral', 'legend', 'to shoot dead', 'outlaw', 'lawyer', 'pistol', 'rancher', 'stagecoach', 'cowboy']",123.0,85,1217040.4293579035,626088.7322783049,6.825,1,2,2,1,366505.3272808874,19.940256839389484,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,916263.3182022186
3042,Adam,0,en,8.308442,2009-07-29,2277396,6.9,150,"[""children's book"", ""asperger's syndrome"", 'electrical engineer', ""asperger's""]",99.0,24,33225225.38685528,1851806.594194352,6.9,1,2,5,2,31617732.004138816,33.15231788,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1851806.594194352
3043,Beginners,3200000,en,11.933449000000001,2010-09-11,5332926,6.8,347,"['gay', 'loss of mother', 'secret', 'coming out', 'loss of father', 'cancer', 'lgbt elderly']",105.0,31,98836799.3714354,2914262.541168655,6.449999999999998,1,2,3,3,2643630.531995611,77.8410596,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4405714.3745228825
3044,Feast,0,en,8.825113,2005-10-14,658573,6.1,160,"['monster', 'pub', 'duringcreditsstinger']",95.0,20,488237.9017252896,488237.9017252896,6.1,1,2,3,3,28827116.95664525,31.8807947,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,488237.9017252896
3045,Animal House,2700000,en,17.332585,1978-07-27,141000000,7.0,418,"['sex', 'nudity', 'college', 'fraternity', 'gross out comedy', 'dean', 'fraternity house', 'probation', '1960s', 'college freshman', 'anarchic comedy']",109.0,41,33410364.61392021,36620279.88602472,6.659999999999998,1,2,3,1,667691.5360828239,19.940256839389484,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,34868335.77321414
3046,Goldfinger,2500000,en,47.812466,1964-09-17,124881062,7.2,987,"['secret organization', 'secret intelligence service', 'nuclear radiation', 'fort knox', 'aston martin', 'secret lab', 'kentucky', 'gas attack', 'airplane', 'british secret service', 'duringcreditsstinger']",110.0,27,26226389.95323479,15956934.107705388,6.5200000000000005,1,3,3,3,293825.31655507884,19.940256839389484,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14677287.029553773
3047,It's a Wonderful Life,3180000,en,42.868495,1946-12-20,9644124,8.0,1076,"['holiday', 'angel', 'based on novel', 'bank', 'suicide attempt', 'small town', 'christmas tree', 'great depression', 'christmas eve', 'feel-good ending', 'guardian angel', 'christmas']",130.0,108,625963.0412069322,482520.6550884746,7.62,1,2,2,3,235094.0868136282,19.940256839389484,1.0,0.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,712980.0392759105
3048,Trainspotting,4000000,en,63.513324,1996-02-23,16491080,7.8,2655,"['london england', 'alcohol', 'sex', 'based on novel', 'drug addiction', 'drug dealer', 'nightclub', 'junkie', 'heroin', 'cold turkey', 'modern society', 'hallucination', 'friendship', 'surrealism', 'dark comedy', 'stealing', 'monologue', 'cult film', 'recovering drug addict', 'illegal drugs', 'drug deal', 'drug rehabilitation', 'drug culture', 'antihero']",93.0,23,71469311.1544721,71995341.99529752,7.012499999999998,1,2,5,2,2379541.838886904,19.940256839389484,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9810303.70710776
3049,Paranormal Activity 2,3000000,en,22.789649,2010-10-20,177512032,5.7,722,"['ouija board', 'haunting', 'demonic possession', 'found footage', 'duringcreditsstinger']",91.0,10,147634237.67528713,146648821.12243184,5.7,1,2,3,2,2478403.623745885,13.96688742,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,146648821.12243184
3050,Bowling for Columbine,4000000,en,11.414843,2002-10-09,35564473,7.3,453,"['usa', 'canada', 'gun', 'homicide', 'to shoot dead', 'checks and balances', 'columbine', 'oklahoma city bombing', 'gun violence', 'person running amok']",120.0,21,27495439.19363369,29260525.09458689,7.160000000000001,1,2,7,1,2729737.865614976,19.940256839389484,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,24270422.15468536
3051,A Nightmare on Elm Street Part 2: Freddy's Revenge,3000000,en,21.607228,1985-10-31,29999213,5.7,361,"['gay', 'dancing', 'fire', 'diary', 'nightmare', 'haunted house', 'transformation', 'supernatural', 'high school', 'party', 'possession', 'premonition', 'spontaneous combustion', 'bdsm', 'school bus', 'disfigurement', 'sleepwalking', 'dreams']",87.0,26,17754905.14285475,10965058.559355952,5.300000000000002,1,2,2,1,1224188.1682007909,19.940256839389484,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12241560.536645114
