Actor,Wiki Page,First winning film role or First nomination,Wining role URL,First Year,Last Year
Paul Lukas,https://en.wikipedia.org/wiki/Paul_Lukas,Watch on the Rhine,https://en.wikipedia.org/wiki/Watch_on_the_Rhine,1943,1943
Alfred Lunt,https://en.wikipedia.org/wiki/Alfred_Lunt,"Guardsman, The",https://en.wikipedia.org/wiki/The_Guardsman,1931,1931
Ali MacGraw,https://en.wikipedia.org/wiki/Ali_MacGraw,Love Story,https://en.wikipedia.org/wiki/Love_Story_(1970_film),1970,1970
Shirley MacLaine,https://en.wikipedia.org/wiki/Shirley_MacLaine,Terms of Endearment,https://en.wikipedia.org/wiki/Terms_of_Endearment,1958,1983
Aline MacMahon,https://en.wikipedia.org/wiki/Aline_MacMahon,Dragon Seed,https://en.wikipedia.org/wiki/Dragon_Seed_(film),1944,1944
William H. Macy,https://en.wikipedia.org/wiki/William_H._Macy,Fargo,https://en.wikipedia.org/wiki/Fargo_(film),1996,1996
Amy Madigan,https://en.wikipedia.org/wiki/Amy_Madigan,Twice in a Lifetime,https://en.wikipedia.org/wiki/Twice_in_a_Lifetime_(film),1985,1985
Virginia Madsen,https://en.wikipedia.org/wiki/Virginia_Madsen,Sideways,https://en.wikipedia.org/wiki/Sideways,2004,2004
Anna Magnani,https://en.wikipedia.org/wiki/Anna_Magnani,"Rose Tattoo, The",https://en.wikipedia.org/wiki/The_Rose_Tattoo_(film),1955,1957
Marjorie Main,https://en.wikipedia.org/wiki/Marjorie_Main,"Egg and I, The",https://en.wikipedia.org/wiki/The_Egg_and_I_(film),1947,1947
Mako,https://en.wikipedia.org/wiki/Mako_(actor),"Sand Pebbles, The",https://en.wikipedia.org/wiki/The_Sand_Pebbles_(film),1966,1966
Karl Malden,https://en.wikipedia.org/wiki/Karl_Malden,"Streetcar Named Desire, A",https://en.wikipedia.org/wiki/A_Streetcar_Named_Desire_(1951_film),1951,1954
Rami Malek,https://en.wikipedia.org/wiki/Rami_Malek,Bohemian Rhapsody,https://en.wikipedia.org/wiki/Bohemian_Rhapsody_(film),2018,2018
John Malkovich,https://en.wikipedia.org/wiki/John_Malkovich,Places in the Heart,https://en.wikipedia.org/wiki/Places_in_the_Heart,1984,1993
Dorothy Malone,https://en.wikipedia.org/wiki/Dorothy_Malone,Written on the Wind,https://en.wikipedia.org/wiki/Written_on_the_Wind,1956,1956
Joe Mantell,https://en.wikipedia.org/wiki/Joe_Mantell,Marty,https://en.wikipedia.org/wiki/Marty_(film),1955,1955
Lesley Manville,https://en.wikipedia.org/wiki/Lesley_Manville,Phantom Thread,https://en.wikipedia.org/wiki/Phantom_Thread,2017,2017
Rooney Mara,https://en.wikipedia.org/wiki/Rooney_Mara,"Girl with the Dragon Tattoo, The",https://en.wikipedia.org/wiki/The_Girl_with_the_Dragon_Tattoo_(2011_film),2011,2015
Fredric March,https://en.wikipedia.org/wiki/Fredric_March,Dr. Jekyll and Mr. Hyde,https://en.wikipedia.org/wiki/Dr._Jekyll_and_Mr._Hyde_(1931_film),1930,1951
Colette Marchand,https://en.wikipedia.org/wiki/Colette_Marchand,Moulin Rouge,https://en.wikipedia.org/wiki/Moulin_Rouge_(1952_film),1952,1952
John Marley,https://en.wikipedia.org/wiki/John_Marley,Love Story,https://en.wikipedia.org/wiki/Love_Story_(1970_film),1970,1970
Lee Marvin,https://en.wikipedia.org/wiki/Lee_Marvin,Cat Ballou,https://en.wikipedia.org/wiki/Cat_Ballou,1965,1965
James Mason,https://en.wikipedia.org/wiki/James_Mason,"Star Is Born, A",https://en.wikipedia.org/wiki/A_Star_Is_Born_(1954_film),1954,1982
Marsha Mason,https://en.wikipedia.org/wiki/Marsha_Mason,Cinderella Liberty,https://en.wikipedia.org/wiki/Cinderella_Liberty,1973,1981
Daniel Massey,https://en.wikipedia.org/wiki/Daniel_Massey_(actor),Star!,https://en.wikipedia.org/wiki/Star!_(film),1968,1968
Raymond Massey,https://en.wikipedia.org/wiki/Raymond_Massey,Abe Lincoln in Illinois,https://en.wikipedia.org/wiki/Abe_Lincoln_in_Illinois_(film),1940,1940
Mary E. Mastrantonio,https://en.wikipedia.org/wiki/Mary_Elizabeth_Mastrantonio,"Color of Money, The",https://en.wikipedia.org/wiki/The_Color_of_Money,1986,1986
Marcello Mastroianni,https://en.wikipedia.org/wiki/Marcello_Mastroianni,Divorce Italian Style,https://en.wikipedia.org/wiki/Divorce_Italian_Style,1962,1987
Marlee Matlin,https://en.wikipedia.org/wiki/Marlee_Matlin,Children of a Lesser God,https://en.wikipedia.org/wiki/Children_of_a_Lesser_God_(film),1986,1986
Walter Matthau,https://en.wikipedia.org/wiki/Walter_Matthau,"Fortune Cookie, The",https://en.wikipedia.org/wiki/The_Fortune_Cookie,1966,1975
Rachel McAdams,https://en.wikipedia.org/wiki/Rachel_McAdams,Spotlight,https://en.wikipedia.org/wiki/Spotlight_(film),2015,2015
Mercedes McCambridge,https://en.wikipedia.org/wiki/Mercedes_McCambridge,All the King's Men,https://en.wikipedia.org/wiki/All_the_King%27s_Men_(1949_film),1949,1956
Kevin McCarthy,https://en.wikipedia.org/wiki/Kevin_McCarthy_(actor),Death of a Salesman,https://en.wikipedia.org/wiki/Death_of_a_Salesman_(1951_film),1951,1951
Melissa McCarthy,https://en.wikipedia.org/wiki/Melissa_McCarthy,Can You Ever Forgive Me?,https://en.wikipedia.org/wiki/Can_You_Ever_Forgive_Me%3F,2011,2018
Matthew McConaughey,https://en.wikipedia.org/wiki/Matthew_McConaughey,Dallas Buyers Club,https://en.wikipedia.org/wiki/Dallas_Buyers_Club,2013,2013
Patty McCormack,https://en.wikipedia.org/wiki/Patty_McCormack,"Bad Seed, The",https://en.wikipedia.org/wiki/The_Bad_Seed_(1956_film),1956,1956
Hattie McDaniel,https://en.wikipedia.org/wiki/Hattie_McDaniel,Gone with the Wind,https://en.wikipedia.org/wiki/Gone_with_the_Wind_(film),1939,1939
Mary McDonnell,https://en.wikipedia.org/wiki/Mary_McDonnell,Passion Fish,https://en.wikipedia.org/wiki/Passion_Fish,1990,1992
Frances McDormand,https://en.wikipedia.org/wiki/Frances_McDormand,Fargo,https://en.wikipedia.org/wiki/Fargo_(film),1988,2017
Elizabeth McGovern,https://en.wikipedia.org/wiki/Elizabeth_McGovern,Ragtime,https://en.wikipedia.org/wiki/Ragtime_(film),1981,1981
Dorothy McGuire,https://en.wikipedia.org/wiki/Dorothy_McGuire,Gentleman's Agreement,https://en.wikipedia.org/wiki/Gentleman%27s_Agreement,1947,1947
Ian McKellen,https://en.wikipedia.org/wiki/Ian_McKellen,Gods and Monsters,https://en.wikipedia.org/wiki/Gods_and_Monsters_(film),1998,2001
Victor McLaglen,https://en.wikipedia.org/wiki/Victor_McLaglen,"Informer, The",https://en.wikipedia.org/wiki/The_Informer_(1935_film),1935,1952
Maggie McNamara,https://en.wikipedia.org/wiki/Maggie_McNamara,"Moon Is Blue, The",https://en.wikipedia.org/wiki/The_Moon_Is_Blue,1953,1953
Steve McQueen,https://en.wikipedia.org/wiki/Steve_McQueen,"Sand Pebbles, The",https://en.wikipedia.org/wiki/The_Sand_Pebbles_(film),1966,1966
Janet McTeer,https://en.wikipedia.org/wiki/Janet_McTeer,Tumbleweeds,https://en.wikipedia.org/wiki/Tumbleweeds_(1999_film),1999,2011
Kay Medford,https://en.wikipedia.org/wiki/Kay_Medford,Funny Girl,https://en.wikipedia.org/wiki/Funny_Girl_(film),1968,1968
Adolphe Menjou,https://en.wikipedia.org/wiki/Adolphe_Menjou,"Front Page, The",https://en.wikipedia.org/wiki/The_Front_Page_(1931_film),1931,1931
Vivien Merchant,https://en.wikipedia.org/wiki/Vivien_Merchant,Alfie,https://en.wikipedia.org/wiki/Alfie_(1966_film),1966,1966
Melina Mercouri,https://en.wikipedia.org/wiki/Melina_Mercouri,Never on Sunday,https://en.wikipedia.org/wiki/Never_on_Sunday,1960,1960
Burgess Meredith,https://en.wikipedia.org/wiki/Burgess_Meredith,"Day of the Locust, The",https://en.wikipedia.org/wiki/The_Day_of_the_Locust_(film),1975,1976
Una Merkel,https://en.wikipedia.org/wiki/Una_Merkel,Summer and Smoke,https://en.wikipedia.org/wiki/Summer_and_Smoke_(film),1961,1961
Laurie Metcalf,https://en.wikipedia.org/wiki/Laurie_Metcalf,Lady Bird,https://en.wikipedia.org/wiki/Lady_Bird_(film),2017,2017
Bette Midler,https://en.wikipedia.org/wiki/Bette_Midler,"Rose, The",https://en.wikipedia.org/wiki/The_Rose_(film),1979,1991
Sarah Miles,https://en.wikipedia.org/wiki/Sarah_Miles,Ryan's Daughter,https://en.wikipedia.org/wiki/Ryan%27s_Daughter,1970,1970
Sylvia Miles,https://en.wikipedia.org/wiki/Sylvia_Miles,Midnight Cowboy,https://en.wikipedia.org/wiki/Midnight_Cowboy,1969,1975
Penelope Milford,https://en.wikipedia.org/wiki/Penelope_Milford,Coming Home,https://en.wikipedia.org/wiki/Coming_Home_(1978_film),1978,1978
Ray Milland,https://en.wikipedia.org/wiki/Ray_Milland,"Lost Weekend, The",https://en.wikipedia.org/wiki/The_Lost_Weekend_(film),1945,1945
Jason Miller,https://en.wikipedia.org/wiki/Jason_Miller_(playwright),"Exorcist, The",https://en.wikipedia.org/wiki/The_Exorcist_(film),1973,1973
John Mills,https://en.wikipedia.org/wiki/John_Mills,Ryan's Daughter,https://en.wikipedia.org/wiki/Ryan%27s_Daughter,1970,1970
Sal Mineo,https://en.wikipedia.org/wiki/Sal_Mineo,Rebel Without a Cause,https://en.wikipedia.org/wiki/Rebel_Without_a_Cause,1955,1960
Liza Minnelli,https://en.wikipedia.org/wiki/Liza_Minnelli,Cabaret,https://en.wikipedia.org/wiki/Cabaret_(1972_film),1969,1972
Helen Mirren,https://en.wikipedia.org/wiki/Helen_Mirren,"Queen, The",https://en.wikipedia.org/wiki/The_Queen_(2006_film),1994,2009
Thomas Mitchell,https://en.wikipedia.org/wiki/Thomas_Mitchell_(actor),Stagecoach,https://en.wikipedia.org/wiki/Stagecoach_(1939_film),1937,1939
Robert Mitchum,https://en.wikipedia.org/wiki/Robert_Mitchum,"Story of G.I. Joe, The",https://en.wikipedia.org/wiki/The_Story_of_G.I._Joe,1945,1945
Mo'Nique,https://en.wikipedia.org/wiki/Mo%27Nique,Precious,https://en.wikipedia.org/wiki/Precious_(film),2009,2009
Fernanda Montenegro,https://en.wikipedia.org/wiki/Fernanda_Montenegro,Central Station,https://en.wikipedia.org/wiki/Central_Station_(film),1998,1998
Robert Montgomery,https://en.wikipedia.org/wiki/Robert_Montgomery_(actor),Night Must Fall,https://en.wikipedia.org/wiki/Night_Must_Fall_(1937_film),1937,1941
Ron Moody,https://en.wikipedia.org/wiki/Ron_Moody,Oliver!,https://en.wikipedia.org/wiki/Oliver!_(film),1968,1968
Dudley Moore,https://en.wikipedia.org/wiki/Dudley_Moore,Arthur,https://en.wikipedia.org/wiki/Arthur_(1981_film),1981,1981
Grace Moore,https://en.wikipedia.org/wiki/Grace_Moore,One Night of Love,https://en.wikipedia.org/wiki/One_Night_of_Love,1934,1934
Juanita Moore,https://en.wikipedia.org/wiki/Juanita_Moore,Imitation of Life,https://en.wikipedia.org/wiki/Imitation_of_Life_(1959_film),1959,1959
Julianne Moore,https://en.wikipedia.org/wiki/Julianne_Moore,Still Alice,https://en.wikipedia.org/wiki/Still_Alice,1997,2014
Mary Tyler Moore,https://en.wikipedia.org/wiki/Mary_Tyler_Moore,Ordinary People,https://en.wikipedia.org/wiki/Ordinary_People,1980,1980
Terry Moore,https://en.wikipedia.org/wiki/Terry_Moore_(actress),"Come Back, Little Sheba","https://en.wikipedia.org/wiki/Come_Back,_Little_Sheba_(1952_film)",1952,1952
Agnes Moorehead,https://en.wikipedia.org/wiki/Agnes_Moorehead,"Magnificent Ambersons, The",https://en.wikipedia.org/wiki/The_Magnificent_Ambersons_(film),1942,1964
Rita Moreno,https://en.wikipedia.org/wiki/Rita_Moreno,West Side Story,https://en.wikipedia.org/wiki/West_Side_Story_(1961_film),1961,1961
Frank Morgan,https://en.wikipedia.org/wiki/Frank_Morgan,"Affairs of Cellini, The",https://en.wikipedia.org/wiki/The_Affairs_of_Cellini,1934,1942
Cathy Moriarty,https://en.wikipedia.org/wiki/Cathy_Moriarty,Raging Bull,https://en.wikipedia.org/wiki/Raging_Bull,1980,1980
Pat Morita,https://en.wikipedia.org/wiki/Pat_Morita,"Karate Kid, The",https://en.wikipedia.org/wiki/The_Karate_Kid,1984,1984
Robert Morley,https://en.wikipedia.org/wiki/Robert_Morley,Marie Antoinette,https://en.wikipedia.org/wiki/Marie_Antoinette_(1938_film),1938,1938
Chester Morris,https://en.wikipedia.org/wiki/Chester_Morris,Alibi,https://en.wikipedia.org/wiki/Alibi_(1929_film),1929,1929
Viggo Mortensen,https://en.wikipedia.org/wiki/Viggo_Mortensen,Eastern Promises,https://en.wikipedia.org/wiki/Eastern_Promises,2007,2018
Samantha Morton,https://en.wikipedia.org/wiki/Samantha_Morton,In America,https://en.wikipedia.org/wiki/In_America_(film),1999,2003
Armin Mueller-Stahl,https://en.wikipedia.org/wiki/Armin_Mueller-Stahl,Shine,https://en.wikipedia.org/wiki/Shine_(film),1996,1996
Carey Mulligan,https://en.wikipedia.org/wiki/Carey_Mulligan,"Education, An",https://en.wikipedia.org/wiki/An_Education,2009,2009
Paul Muni,https://en.wikipedia.org/wiki/Paul_Muni,"Story of Louis Pasteur, The",https://en.wikipedia.org/wiki/The_Story_of_Louis_Pasteur,1929,1959
Eddie Murphy,https://en.wikipedia.org/wiki/Eddie_Murphy,Dreamgirls,https://en.wikipedia.org/wiki/Dreamgirls_(film),2006,2006
Bill Murray,https://en.wikipedia.org/wiki/Bill_Murray,Lost in Translation,https://en.wikipedia.org/wiki/Lost_in_Translation_(film),2003,2003
Don Murray,https://en.wikipedia.org/wiki/Don_Murray_(actor),Bus Stop,https://en.wikipedia.org/wiki/Bus_Stop_(1956_film),1956,1956
J. Carrol Naish,https://en.wikipedia.org/wiki/J._Carrol_Naish,Sahara,https://en.wikipedia.org/wiki/Sahara_(1943_American_film),1943,1945
Mildred Natwick,https://en.wikipedia.org/wiki/Mildred_Natwick,Barefoot in the Park,https://en.wikipedia.org/wiki/Barefoot_in_the_Park_(film),1967,1967
Patricia Neal,https://en.wikipedia.org/wiki/Patricia_Neal,Hud,https://en.wikipedia.org/wiki/Hud_(1963_film),1963,1968
Liam Neeson,https://en.wikipedia.org/wiki/Liam_Neeson,Schindler's List,https://en.wikipedia.org/wiki/Schindler%27s_List,1993,1993
Ruth Negga,https://en.wikipedia.org/wiki/Ruth_Negga,Loving,https://en.wikipedia.org/wiki/Loving_(2016_film),2016,2016
Kate Nelligan,https://en.wikipedia.org/wiki/Kate_Nelligan,"Prince of Tides, The",https://en.wikipedia.org/wiki/The_Prince_of_Tides,1991,1991
Paul Newman,https://en.wikipedia.org/wiki/Paul_Newman,"Color of Money, The",https://en.wikipedia.org/wiki/The_Color_of_Money,1958,2002
Haing S. Ngor,https://en.wikipedia.org/wiki/Haing_S._Ngor,"Killing Fields, The",https://en.wikipedia.org/wiki/The_Killing_Fields_(film),1984,1984
Jack Nicholson,https://en.wikipedia.org/wiki/Jack_Nicholson,One Flew Over the Cuckoo's Nest,https://en.wikipedia.org/wiki/One_Flew_Over_the_Cuckoo%27s_Nest_(film),1969,2002
David Niven,https://en.wikipedia.org/wiki/David_Niven,Separate Tables,https://en.wikipedia.org/wiki/Separate_Tables_(film),1958,1958
Nick Nolte,https://en.wikipedia.org/wiki/Nick_Nolte,"Prince of Tides, The",https://en.wikipedia.org/wiki/The_Prince_of_Tides,1991,2011
Edward Norton,https://en.wikipedia.org/wiki/Edward_Norton,American History X,https://en.wikipedia.org/wiki/American_History_X,1996,2014
Lupita Nyong'o,https://en.wikipedia.org/wiki/Lupita_Nyong%27o,12 Years a Slave,https://en.wikipedia.org/wiki/12_Years_a_Slave_(film),2013,2013
Edmond O'Brien,https://en.wikipedia.org/wiki/Edmond_O%27Brien,"Barefoot Contessa, The",https://en.wikipedia.org/wiki/The_Barefoot_Contessa,1954,1964
Arthur O'Connell,https://en.wikipedia.org/wiki/Arthur_O%27Connell,Picnic,https://en.wikipedia.org/wiki/Picnic_(1955_film),1955,1959
Dan O'Herlihy,https://en.wikipedia.org/wiki/Dan_O%27Herlihy,Robinson Crusoe,https://en.wikipedia.org/wiki/Robinson_Crusoe_(1954_film),1954,1954
Michael O'Keefe,https://en.wikipedia.org/wiki/Michael_O%27Keefe,"Great Santini, The",https://en.wikipedia.org/wiki/The_Great_Santini,1980,1980
Ryan O'Neal,https://en.wikipedia.org/wiki/Ryan_O%27Neal,Love Story,https://en.wikipedia.org/wiki/Love_Story_(1970_film),1970,1970
Tatum O'Neal,https://en.wikipedia.org/wiki/Tatum_O%27Neal,Paper Moon,https://en.wikipedia.org/wiki/Paper_Moon_(film),1973,1973
Barbara O'Neil,https://en.wikipedia.org/wiki/Barbara_O%27Neil,"All This, and Heaven Too","https://en.wikipedia.org/wiki/All_This,_and_Heaven_Too",1940,1940
Peter O'Toole,https://en.wikipedia.org/wiki/Peter_O%27Toole,Lawrence of Arabia,https://en.wikipedia.org/wiki/Lawrence_of_Arabia_(film),1962,2006
Jack Oakie,https://en.wikipedia.org/wiki/Jack_Oakie,"Great Dictator, The",https://en.wikipedia.org/wiki/The_Great_Dictator,1940,1940
Merle Oberon,https://en.wikipedia.org/wiki/Merle_Oberon,"Dark Angel, The",https://en.wikipedia.org/wiki/The_Dark_Angel_(1935_film),1935,1935
Sophie Okonedo,https://en.wikipedia.org/wiki/Sophie_Okonedo,Hotel Rwanda,https://en.wikipedia.org/wiki/Hotel_Rwanda,2004,2004
Gary Oldman,https://en.wikipedia.org/wiki/Gary_Oldman,Darkest Hour,https://en.wikipedia.org/wiki/Darkest_Hour_(film),2011,2017
Lena Olin,https://en.wikipedia.org/wiki/Lena_Olin,"Enemies, A Love Story","https://en.wikipedia.org/wiki/Enemies,_A_Love_Story_(film)",1989,1989
Edna May Oliver,https://en.wikipedia.org/wiki/Edna_May_Oliver,Drums Along the Mohawk,https://en.wikipedia.org/wiki/Drums_Along_the_Mohawk,1939,1939
Laurence Olivier,https://en.wikipedia.org/wiki/Laurence_Olivier,Hamlet,https://en.wikipedia.org/wiki/Hamlet_(1948_film),1939,1978
Edward James Olmos,https://en.wikipedia.org/wiki/Edward_James_Olmos,Stand and Deliver,https://en.wikipedia.org/wiki/Stand_and_Deliver,1988,1988
Nancy Olson,https://en.wikipedia.org/wiki/Nancy_Olson,Sunset Boulevard,https://en.wikipedia.org/wiki/Sunset_Boulevard_(film),1950,1950
Haley Joel Osment,https://en.wikipedia.org/wiki/Haley_Joel_Osment,"Sixth Sense, The",https://en.wikipedia.org/wiki/The_Sixth_Sense,1999,1999
Maria Ouspenskaya,https://en.wikipedia.org/wiki/Maria_Ouspenskaya,Dodsworth,https://en.wikipedia.org/wiki/Dodsworth_(film),1936,1939
Clive Owen,https://en.wikipedia.org/wiki/Clive_Owen,Closer,https://en.wikipedia.org/wiki/Closer_(2004_film),2004,2004
Al Pacino,https://en.wikipedia.org/wiki/Al_Pacino,Scent of a Woman,https://en.wikipedia.org/wiki/Scent_of_a_Woman_(1992_film),1972,2019
Ellen Page,https://en.wikipedia.org/wiki/Ellen_Page,Juno,https://en.wikipedia.org/wiki/Juno_(film),2007,2007
Geraldine Page,https://en.wikipedia.org/wiki/Geraldine_Page,"Trip to Bountiful, The",https://en.wikipedia.org/wiki/The_Trip_to_Bountiful,1953,1985
Jack Palance,https://en.wikipedia.org/wiki/Jack_Palance,City Slickers,https://en.wikipedia.org/wiki/City_Slickers,1952,1991
Chazz Palminteri,https://en.wikipedia.org/wiki/Chazz_Palminteri,Bullets over Broadway,https://en.wikipedia.org/wiki/Bullets_over_Broadway,1994,1994
Gwyneth Paltrow,https://en.wikipedia.org/wiki/Gwyneth_Paltrow,Shakespeare in Love,https://en.wikipedia.org/wiki/Shakespeare_in_Love,1998,1998
Anna Paquin,https://en.wikipedia.org/wiki/Anna_Paquin,"Piano, The",https://en.wikipedia.org/wiki/The_Piano,1993,1993
Eleanor Parker,https://en.wikipedia.org/wiki/Eleanor_Parker,Caged,https://en.wikipedia.org/wiki/Caged,1950,1955
Larry Parks,https://en.wikipedia.org/wiki/Larry_Parks,"Jolson Story, The",https://en.wikipedia.org/wiki/The_Jolson_Story,1946,1946
Estelle Parsons,https://en.wikipedia.org/wiki/Estelle_Parsons,Bonnie and Clyde,https://en.wikipedia.org/wiki/Bonnie_and_Clyde_(film),1967,1968
Dev Patel,https://en.wikipedia.org/wiki/Dev_Patel,Lion,https://en.wikipedia.org/wiki/Lion_(2016_film),2016,2016
Marisa Pavan,https://en.wikipedia.org/wiki/Marisa_Pavan,"Rose Tattoo, The",https://en.wikipedia.org/wiki/The_Rose_Tattoo_(film),1955,1955
Katina Paxinou,https://en.wikipedia.org/wiki/Katina_Paxinou,For Whom the Bell Tolls,https://en.wikipedia.org/wiki/For_Whom_the_Bell_Tolls_(film),1943,1943
David Paymer,https://en.wikipedia.org/wiki/David_Paymer,Mr. Saturday Night,https://en.wikipedia.org/wiki/Mr._Saturday_Night,1992,1992
Gregory Peck,https://en.wikipedia.org/wiki/Gregory_Peck,To Kill a Mockingbird,https://en.wikipedia.org/wiki/To_Kill_a_Mockingbird_(film),1945,1962
Sean Penn,https://en.wikipedia.org/wiki/Sean_Penn,Mystic River,https://en.wikipedia.org/wiki/Mystic_River_(film),1995,2008
Rosie Perez,https://en.wikipedia.org/wiki/Rosie_Perez,Fearless,https://en.wikipedia.org/wiki/Fearless_(1993_film),1993,1993
Anthony Perkins,https://en.wikipedia.org/wiki/Anthony_Perkins,Friendly Persuasion,https://en.wikipedia.org/wiki/Friendly_Persuasion_(1956_film),1956,1956
Valerie Perrine,https://en.wikipedia.org/wiki/Valerie_Perrine,Lenny,https://en.wikipedia.org/wiki/Lenny_(film),1974,1974
Joe Pesci,https://en.wikipedia.org/wiki/Joe_Pesci,Goodfellas,https://en.wikipedia.org/wiki/Goodfellas,1980,2019
Susan Peters,https://en.wikipedia.org/wiki/Susan_Peters,Random Harvest,https://en.wikipedia.org/wiki/Random_Harvest_(film),1942,1942
Michelle Pfeiffer,https://en.wikipedia.org/wiki/Michelle_Pfeiffer,"Fabulous Baker Boys, The",https://en.wikipedia.org/wiki/The_Fabulous_Baker_Boys,1988,1992
Joaquin Phoenix,https://en.wikipedia.org/wiki/Joaquin_Phoenix,Joker,https://en.wikipedia.org/wiki/Joker_(2019_film),2000,2019
River Phoenix,https://en.wikipedia.org/wiki/River_Phoenix,Running on Empty,https://en.wikipedia.org/wiki/Running_on_Empty_(1988_film),1988,1988
Mary Pickford,https://en.wikipedia.org/wiki/Mary_Pickford,Coquette,https://en.wikipedia.org/wiki/Coquette_(film),1929,1929
Walter Pidgeon,https://en.wikipedia.org/wiki/Walter_Pidgeon,Mrs. Miniver,https://en.wikipedia.org/wiki/Mrs._Miniver,1942,1943
Rosamund Pike,https://en.wikipedia.org/wiki/Rosamund_Pike,Gone Girl,https://en.wikipedia.org/wiki/Gone_Girl_(film),2014,2014
Brad Pitt,https://en.wikipedia.org/wiki/Brad_Pitt,Once Upon a Time in Hollywood,https://en.wikipedia.org/wiki/Once_Upon_a_Time_in_Hollywood,1995,2019
Joan Plowright,https://en.wikipedia.org/wiki/Joan_Plowright,Enchanted April,https://en.wikipedia.org/wiki/Enchanted_April_(1992_film),1992,1992
Christopher Plummer,https://en.wikipedia.org/wiki/Christopher_Plummer,Beginners,https://en.wikipedia.org/wiki/Beginners,2009,2017
Sidney Poitier,https://en.wikipedia.org/wiki/Sidney_Poitier,Lilies of the Field,https://en.wikipedia.org/wiki/Lilies_of_the_Field_(1963_film),1958,1963
Michael J. Pollard,https://en.wikipedia.org/wiki/Michael_J._Pollard,Bonnie and Clyde,https://en.wikipedia.org/wiki/Bonnie_and_Clyde_(film),1967,1967
Natalie Portman,https://en.wikipedia.org/wiki/Natalie_Portman,Black Swan,https://en.wikipedia.org/wiki/Black_Swan_(film),2004,2016
Pete Postlethwaite,https://en.wikipedia.org/wiki/Pete_Postlethwaite,In the Name of the Father,https://en.wikipedia.org/wiki/In_the_Name_of_the_Father_(film),1993,1993
William Powell,https://en.wikipedia.org/wiki/William_Powell,"Thin Man, The",https://en.wikipedia.org/wiki/The_Thin_Man_(film),1934,1947
Robert Preston,https://en.wikipedia.org/wiki/Robert_Preston_(actor),Victor/Victoria,https://en.wikipedia.org/wiki/Victor/Victoria,1982,1982
Jonathan Pryce,https://en.wikipedia.org/wiki/Jonathan_Pryce,"Two Popes, The",https://en.wikipedia.org/wiki/The_Two_Popes,2019,2019
Florence Pugh,https://en.wikipedia.org/wiki/Florence_Pugh,Little Women,https://en.wikipedia.org/wiki/Little_Women_(2019_film),2019,2019
Randy Quaid,https://en.wikipedia.org/wiki/Randy_Quaid,"Last Detail, The",https://en.wikipedia.org/wiki/The_Last_Detail,1973,1973
Anthony Quayle,https://en.wikipedia.org/wiki/Anthony_Quayle,Anne of the Thousand Days,https://en.wikipedia.org/wiki/Anne_of_the_Thousand_Days,1969,1969
Kathleen Quinlan,https://en.wikipedia.org/wiki/Kathleen_Quinlan,Apollo 13,https://en.wikipedia.org/wiki/Apollo_13_(film),1995,1995
Anthony Quinn,https://en.wikipedia.org/wiki/Anthony_Quinn,Viva Zapata!,https://en.wikipedia.org/wiki/Viva_Zapata!,1952,1964
Luise Rainer,https://en.wikipedia.org/wiki/Luise_Rainer,"Great Ziegfeld, The",https://en.wikipedia.org/wiki/The_Great_Ziegfeld,1936,1937
Claude Rains,https://en.wikipedia.org/wiki/Claude_Rains,Mr. Smith Goes to Washington,https://en.wikipedia.org/wiki/Mr._Smith_Goes_to_Washington,1939,1946
Marjorie Rambeau,https://en.wikipedia.org/wiki/Marjorie_Rambeau,Primrose Path,https://en.wikipedia.org/wiki/Primrose_Path_(film),1940,1953
Charlotte Rampling,https://en.wikipedia.org/wiki/Charlotte_Rampling,45 Years,https://en.wikipedia.org/wiki/45_Years,2015,2015
Anne Ramsey,https://en.wikipedia.org/wiki/Anne_Ramsey,Throw Momma from the Train,https://en.wikipedia.org/wiki/Throw_Momma_from_the_Train,1987,1987
Basil Rathbone,https://en.wikipedia.org/wiki/Basil_Rathbone,Romeo and Juliet,https://en.wikipedia.org/wiki/Romeo_and_Juliet_(1936_film),1936,1938
Stephen Rea,https://en.wikipedia.org/wiki/Stephen_Rea,"Crying Game, The",https://en.wikipedia.org/wiki/The_Crying_Game,1992,1992
Robert Redford,https://en.wikipedia.org/wiki/Robert_Redford,"Sting, The",https://en.wikipedia.org/wiki/The_Sting,1973,1973
Lynn Redgrave,https://en.wikipedia.org/wiki/Lynn_Redgrave,Georgy Girl,https://en.wikipedia.org/wiki/Georgy_Girl,1966,1998
Michael Redgrave,https://en.wikipedia.org/wiki/Michael_Redgrave,Mourning Becomes Electra,https://en.wikipedia.org/wiki/Mourning_Becomes_Electra,1947,1947
Vanessa Redgrave,https://en.wikipedia.org/wiki/Vanessa_Redgrave,Julia,https://en.wikipedia.org/wiki/Julia_(1977_film),1966,1992
Joyce Redman,https://en.wikipedia.org/wiki/Joyce_Redman,Tom Jones,https://en.wikipedia.org/wiki/Tom_Jones_(1963_film),1963,1965
Eddie Redmayne,https://en.wikipedia.org/wiki/Eddie_Redmayne,"Theory of Everything, The",https://en.wikipedia.org/wiki/The_Theory_of_Everything_(2014_film),2014,2015
Donna Reed,https://en.wikipedia.org/wiki/Donna_Reed,From Here to Eternity,https://en.wikipedia.org/wiki/From_Here_to_Eternity,1953,1953
John C. Reilly,https://en.wikipedia.org/wiki/John_C._Reilly,Chicago,https://en.wikipedia.org/wiki/Chicago_(2002_film),2002,2002
